class_id,class_name,count,percentage
0,no_animal,1647,1.1747754944827635
1,red_deer,55392,39.51011790551867
2,roe_deer,7230,5.1570290377112205
3,chamois,10222,7.291168855253678
4,human,47372,33.789596068389486
5,alpine_ibex,6710,4.786122384929778
6,fallow_deer,7558,5.390985541773362
7,unknown,2374,1.6933315263522046
8,dog,1692,1.20687318558885
